Stock,Stock Price,Previous Close,Overnight Price Return,Market Capitalisation,Trailing Price to Earnings Ratio,Number of Shares to Buy
RJF,166.95,169.28,0.9862358223062381,34065311744,17.21134,N/A
RTX,118.68,121.83,0.9741442994336371,157965451264,34.20173,N/A
O,56.69,57.6265,0.9837487961267819,49615712256,53.99048,N/A
REG,74.63,75.59,0.9872999073951579,13627586560,35.20283,N/A
REGN,762.34,750.22,1.0161552611234037,83773546496,18.869802,N/A
RF,26.53,27.01,0.9822288041466124,24112162816,14.988701,N/A
RSG,214.96,218.3,0.9846999541914796,67315154944,34.338657,N/A
RMD,244.92,249.02,0.9835354589992771,35953274880,32.482758,N/A
RVTY,116.7,116.14,1.0048217668331325,14202622976,55.837322,N/A
ROK,297.12,295.14,1.0067086806261436,33543956480,35.84077,N/A
ROL,49.86,50.33,0.9906616332207431,24147447808,51.40206,N/A
ROP,568.63,566.44,1.0038662523833062,60973625344,41.841797,N/A
ROST,156.36,154.87,1.0096209724284884,51874304000,24.623623,N/A
RCL,246.41,244.06,1.009628779808244,66253492224,24.690382,N/A
SPGI,522.87,522.51,1.000688982029052,162246557696,46.06784,N/A
CRM,331.01,329.99,1.0030910027576592,316445556736,57.76789,N/A
SBAC,222.94,226.25,0.9853701657458563,23971178496,35.21959,N/A
SLB,43.63,43.94,0.9929449248975877,61612105728,14.028939,N/A
STX,103.16,101.33,1.0180598045988354,21821435904,26.656332,N/A
SRE,92.1,93.67,0.9832390306394789,58336043008,20.286343,N/A
NOW,1048.43,1049.44,0.9990375819484678,216308940800,163.8172,N/A
SHW,395.58,397.4,0.9954202315047811,99627999232,39.36119,N/A
SPG,181.37,183.6,0.9878540305010893,68099534848,24.08632,N/A
SWKS,88.49,87.59,1.010275145564562,14151408640,23.98103,N/A
SJM,119.58,117.79,1.0151965362085067,12725225472,24.157578,N/A
SW,55.11,55.02,1.0016357688113413,28665796608,76.541664,N/A
SNA,366.88,369.69,0.9923990370310259,19263916032,18.872427,N/A
SOLV,71.99,71.51,1.0067123479233673,12436775936,189.44737,N/A
SO,87.77,89.13,0.9847413889823853,96167829504,20.459208,N/A
LUV,33.0,32.36,1.019777503090235,19791321088,,N/A
SWK,89.07,89.45,0.9957518166573504,13731387392,,N/A
SBUX,101.51,102.46,0.9907280890103456,115092037632,30.667675,N/A
STT,98.03,98.51,0.9951273982336818,28737593344,15.365203,N/A
STLD,144.81,145.27,0.9968334824808975,22046597120,13.022482,N/A
STE,218.86,219.06,0.9990870081256278,21603078144,36.783195,N/A
SYK,389.63,392.15,0.993573887543032,148533198848,41.850697,N/A
SMCI,42.0,32.64,1.2867647058823528,24593729536,20.895523,N/A
SYF,67.09,67.52,0.9936315165876778,26121086976,8.712987,N/A
SNPS,565.93,558.49,1.0133216351232788,86934773760,58.46384,N/A
SYY,76.27,77.11,0.9891064712748022,37465804800,19.606682,N/A
TMUS,244.82,246.94,0.9914149186037093,284111175680,27.947489,N/A
TROW,123.64,123.84,0.9983850129198966,27467739136,13.557017,N/A
TTWO,187.95,188.38,0.9977173797643062,33009094656,,N/A
TPR,64.58,62.28,1.0369299935773924,15049464832,18.718842,N/A
TRGP,194.54,204.3,0.9522271169848261,42421977088,35.242752,N/A
TGT,130.72,132.31,0.9879827677424231,59897475072,13.876858,N/A
TEL,154.33,151.12,1.021241397564849,46169669632,14.925532,N/A
TDY,480.1,485.26,0.989366525161769,22373765120,24.333504,N/A
TFX,194.31,192.85,1.0075706507648432,9024475136,38.630215,N/A
TER,113.2,110.0,1.029090909090909,18435864576,36.050953,N/A
TSLA,357.09,345.16,1.03456368061189,1146280345600,98.10165,N/A
TXN,201.78,201.03,1.0037307864497835,184067145728,37.435993,N/A
TPL,1500.35,1598.49,0.9386045580516612,34470391808,76.941025,N/A
TXT,85.46,85.63,0.9980147144692281,15853855744,18.700218,N/A
TMO,529.95,529.63,1.0006041953816815,202705879040,33.225708,N/A
TJX,126.19,125.69,1.003978041212507,142325907456,29.761795,N/A
TSCO,290.27,283.67,1.023266471604329,31012155392,28.236382,N/A
TT,414.79,416.22,0.996564316947768,93337706496,38.01925,N/A
TDG,1260.47,1252.97,1.0059857777919663,70876733440,49.256348,N/A
TRV,263.51,266.04,0.9904901518568635,59821780992,13.534156,N/A
TRMB,73.08,72.97,1.0015074688228038,17846720512,12.2207365,N/A
TFC,46.98,47.68,0.9853187919463087,62366887936,,N/A
TYL,625.58,629.17,0.9942940699651923,26773948416,114.99632,N/A
TSN,64.34,64.5,0.9975193798449613,22896287744,28.595554,N/A
USB,52.77,53.29,0.9902420716832427,82322784256,16.236923,N/A
UBER,73.07,71.96,1.0154252362423568,153864224768,35.995075,N/A
UDR,45.3,45.86,0.9877889228085477,17017397248,119.210526,N/A
ULTA,394.06,386.64,1.0191909786881854,18566019072,15.825703,N/A
UNP,240.78,244.66,0.984141257254966,145974558720,22.130514,N/A
UAL,97.44,96.83,1.0062997005060415,32045678592,11.613826,N/A
UPS,134.02,135.72,0.9874742116121428,114368651264,20.244715,N/A
URI,857.05,866.0,0.9896651270207851,56241676288,22.424122,N/A
UNH,608.52,610.2,0.9972468043264502,560011280384,39.51429,N/A
UHS,201.06,205.0,0.980780487804878,13263043584,13.386151,N/A
VLO,140.14,139.08,1.0076215127983892,44366221312,12.3254175,N/A
VTR,62.26,64.07,0.9717496488216014,26118754304,,N/A
VLTO,106.63,108.19,0.9855809224512432,26370451456,32.910492,N/A
VRSN,192.49,187.18,1.028368415428999,18498289664,22.408615,N/A
VRSK,292.7,294.21,0.9948676115699671,41332465664,45.23957,N/A
VZ,43.85,44.34,0.9889490302210193,184592269312,18.982683,N/A
VRTX,465.73,468.13,0.9948732189776345,119938981888,,N/A
VTRS,13.2,13.09,1.0084033613445378,15755387904,,N/A
VICI,32.21,32.61,0.9877338239803741,33954813952,11.929629,N/A
V,316.65,315.08,1.0049828614954932,612771561472,32.57716,N/A
VST,154.11,159.84,0.9641516516516517,52432228352,28.968044,N/A
VMC,287.05,288.13,0.9962516919446084,37908107264,44.85156,N/A
WRB,63.65,64.55,0.9860573199070488,24255041536,16.320513,N/A
GWW,1193.99,1205.34,0.9905835697811407,58147553280,32.366222,N/A
WAB,199.78,200.62,0.9958129797627355,34340184064,33.352253,N/A
WBA,8.98,9.02,0.9955654101995567,7764260352,,N/A
WMT,92.64,92.5,1.0015135135135136,744663482368,38.123455,N/A
DIS,117.16,117.47,0.9973610283476632,212169736192,43.073532,N/A
WBD,10.56,10.48,1.0076335877862594,25905475584,,N/A
WM,225.12,228.22,0.9864166155464026,90355515392,34.369465,N/A
WAT,387.1,384.72,1.0061863173216885,22984527872,36.901814,N/A
WEC,99.66,101.05,0.9862444334487878,31527839744,24.366749,N/A
WFC,75.28,76.17,0.9883156098201391,250644004864,15.650727,N/A
WELL,134.03,138.18,0.9699667100882906,83459137536,85.36942,N/A
WST,322.65,325.68,0.9906963890935887,23367086080,47.870922,N/A
WDC,73.43,72.99,1.0060282230442528,25385338880,80.69231,N/A
WY,31.97,32.26,0.9910105393676379,23228825600,43.794518,N/A
WMB,56.45,58.52,0.9646274777853725,68813119488,23.919493,N/A
WTW,320.5,322.0,0.9953416149068323,32282361856,,N/A
WYNN,96.16,94.38,1.018859927950837,10559810560,11.543818,N/A
XEL,71.2,72.56,0.9812568908489526,40886026240,21.127596,N/A
XYL,127.01,126.75,1.0020512820512821,30856443904,36.497128,N/A
YUM,139.03,138.27,1.0054964923700007,38799380480,25.986916,N/A
ZBRA,410.04,407.0,1.0074692874692874,21149863936,55.86376,N/A
ZBH,110.5,112.1,0.9857270294380018,21997676544,21.087788,N/A
ZTS,176.81,175.25,1.008901569186876,79770484736,33.234962,N/A
